,tagX,tagY,StartTime,Weight
942,1102,1201,1605173390,10
943,1106,1201,1605173238,3
944,1107,1201,1605172809,8
945,1107,1201,1605172964,72
946,1107,1201,1605173080,5
947,1107,1201,1605173282,19
948,1107,1201,1605173540,7
949,1108,1201,1605172979,8
950,1108,1201,1605173200,41
951,1108,1201,1605173392,9
952,1108,1201,1605173546,58
953,1109,1201,1605173173,10
954,1109,1201,1605173282,7
955,1109,1201,1605173449,8
956,1109,1201,1605173562,1
957,1202,1201,1605171976,141
958,1202,1201,1605172709,14
959,1202,1201,1605173562,5
960,1203,1201,1605171974,145
961,1203,1201,1605172847,9
962,1203,1201,1605172917,7
963,1203,1201,1605173035,66
964,1203,1201,1605173546,7
965,1203,1201,1605173599,10
966,1203,1201,1605173645,10
967,901,1202,1605172810,10
968,901,1202,1605172855,17
969,901,1202,1605173084,9
970,901,1202,1605173161,10
971,901,1202,1605173306,1
972,901,1202,1605173419,14
973,901,1202,1605173655,8
974,1001,1202,1605172902,10
975,1004,1202,1605172865,48
976,1004,1202,1605172958,70
977,1004,1202,1605173161,12
978,1004,1202,1605173294,7
979,1004,1202,1605173379,14
980,1004,1202,1605173504,50
981,1004,1202,1605173593,8
982,1005,1202,1605173508,10
983,1102,1202,1605172916,8
984,1103,1202,1605173655,8
985,1106,1202,1605173546,8
986,1107,1202,1605172826,12
987,1108,1202,1605172986,4
988,1108,1202,1605173092,9
989,1108,1202,1605173300,7
990,1108,1202,1605173428,22
991,1108,1202,1605173518,49
992,1109,1202,1605172895,11
993,1109,1202,1605173165,8
994,1109,1202,1605173624,10
995,1201,1202,1605171976,141
996,1201,1202,1605172709,14
997,1201,1202,1605173562,5
998,1203,1202,1605171977,142
999,1203,1202,1605172562,32
1000,1203,1202,1605172958,7
1001,1203,1202,1605173552,11
1002,901,1203,1605172633,10
1003,901,1203,1605172781,10
1004,901,1203,1605172855,19
1005,901,1203,1605172942,10
1006,901,1203,1605173007,8
1007,901,1203,1605173063,7
1008,901,1203,1605173152,10
1009,901,1203,1605173247,7
1010,901,1203,1605173306,18
1011,901,1203,1605173428,5
1012,901,1203,1605173519,10
1013,901,1203,1605173575,10
1014,904,1203,1605172708,10
1015,904,1203,1605172818,10
1016,1002,1203,1605172706,29
1017,1002,1203,1605172790,41
1018,1004,1203,1605172672,10
1019,1004,1203,1605172781,5
1020,1004,1203,1605172877,10
1021,1004,1203,1605172927,63
1022,1004,1203,1605173077,5
1023,1004,1203,1605173161,5
1024,1004,1203,1605173363,52
1025,1004,1203,1605173587,8
1026,1004,1203,1605173644,17
1027,1005,1203,1605172706,10
1028,1005,1203,1605172783,28
1029,1005,1203,1605172855,57
1030,1005,1203,1605173020,10
1031,1005,1203,1605173282,7
1032,1101,1203,1605172916,8
1033,1101,1203,1605173247,7
1034,1101,1203,1605173449,1
1035,1101,1203,1605173510,2
1036,1101,1203,1605173655,8
1037,1102,1203,1605172637,15
1038,1102,1203,1605172796,7
1039,1102,1203,1605173100,5
1040,1102,1203,1605173581,33
1041,1103,1203,1605172568,192
1042,1103,1203,1605172807,208
1043,1103,1203,1605173055,150
1044,1103,1203,1605173247,109
1045,1103,1203,1605173440,1
1046,1103,1203,1605173510,157
1047,1107,1203,1605172742,11
1048,1107,1203,1605172807,7
1049,1107,1203,1605172958,8
1050,1107,1203,1605173035,4
1051,1107,1203,1605173261,16
1052,1107,1203,1605173546,1
1053,1108,1203,1605172602,11
1054,1108,1203,1605172743,10
1055,1108,1203,1605172945,11
1056,1108,1203,1605173035,7
1057,1108,1203,1605173095,9
1058,1108,1203,1605173411,11
1059,1108,1203,1605173497,2
1060,1108,1203,1605173546,1
1061,1109,1203,1605173035,4
1062,1109,1203,1605173562,5
1063,1201,1203,1605171974,145
1064,1201,1203,1605172847,9
1065,1201,1203,1605172917,7
1066,1201,1203,1605173035,66
1067,1201,1203,1605173546,7
1068,1201,1203,1605173599,10
1069,1201,1203,1605173645,10
1070,1202,1203,1605171977,142
1071,1202,1203,1605172562,32
1072,1202,1203,1605172958,7
1073,1202,1203,1605173552,11
